tweet_text,followers_count
"Rainy Tuesday's are for cosying up in a café with coffee, cake and a catch up with friends. 

Where's your favourite Westport Café for a rainy day? 

📸 @thismustbetheplace_westport
📍 #ThisMustBeThePlace https://t.co/MTjylG9JMf",2705
"➡️ Would you think 🥱 I think I'll go get that coffee now! ☕️

Just leaving that there - but if you’d like to 2X (see what we did there?!), the revenue you can generate from your About page take a click on our profile link!",14
@impactinhealth Yep. Had a home health LPN who was assaulted by a patient family member. Told her to call the police and I was later reprimanded for this. I was told it damaged the trust of the patient and the agency. They didn’t care about their employee who was hurt.,321
"Having a cuppa? 
Feel like having an informal chat and making cross-government connections? 
Email the team at Analysis.Function@ons.gov.uk to sign up for our Coffee Connect network and start your conversations today https://t.co/HzS9U9KhYJ",1704
"22•2•22 🤍 
Afternoon Tuesday coffee. https://t.co/g8Dr29wrmE",366
"@SpookTooSoon @Frannymummy @Niick08 Lol 😂  i  don‘t  like  coffee  either  🤢 i  just  watched  Mondays,  yay  Leyla  found  the  tin  😁 im  home  for  a  duration  now  the  teenager  &amp;  i  have  the  rona  🦠🤨  im  going  yo  go  crazy  at  home  all  day  🤪 lots  of  tea  will  be  drunk  🤣",556
only way i’ll ever drink coffee black is if i had the water boiling with some cinnamon innit,387
forcing myself to enjoy black coffee,17
"For those that have a Starbucks addition (like me), there is a real Starbucks onboard many of Royal Caribbean’s ships, including Odyssey of the Seas!

#starbucks #coffee #odysseyoftheseas #royalcaribbean https://t.co/bmKVS8Bj6x",4
"@kthxjen Coffee, caramel, mint for you.",7757
"Celebrating the little things, like finally eating breakfast and not just coffee... I hate it",11
coffee move through me so fast like nO STAY IN THERE!!! ur my breakfast lunch and dinner?!?! don't u know i have an eating disorder?! just inconsiderate,354
Drinking coffee now and in an hr I’ll be drinking my pre work out hopefully I don’t pass tf out😂,213
@psb_dc And now they play videos trying to get you to buy coffee or something. https://t.co/J74TNz6FjF,949
@NerdyKeith So glad you’re enjoying the coffee!☕️👍,1745
"#DaysOfOurLines Third cup of coffee. Finished my screen share with dispatch, unable to get a resolution. A support ticket to the vendor. The more that I'm in this role, the more I find myself submitting support tickets to a variety of vendors. #gischat https://t.co/uoSGu6B0Z2",1858
"@fitegarden I haven't had coffee this morning, but I think the Adderall is finally cutting through my brain fog.",458
@Jayecane Love coffee. You are very kind as always,9
"Went out and bought a new laptop just so I could work in the coffee shop down the street instead of sitting at my desk all day ☕

Make sure you're investing money back into yourself in ways that preserve your sanity and prevent burnout!",3132
@Starboy5am i mean i drink coffee too but tea hits different sometimes yk?,474
"@rpthv Coffee, caramel, muffin for you.",7757
Senate passes bill to establish Council for Tea and Coffee Development - https://t.co/i9X0mPkrmM https://t.co/J4GRtX7LGe,945
"Try our newest the ‘Hannah Montana’ and it’s vanilla, hazelnut, &amp; chocolate, get it iced or hot!
PLUS- tonight is Lord of the Rings (movies) TRIVIA 7pm!!!!!

#omaha #omahaevents #omahaweekend #love #cafe #latte #coffee #cocktails #lotr #trivia #tuesday #tuesdaymotivation #fun https://t.co/zFuy6PG0yY",212
so i kinda went on a dessert and coffee date today hehe.. it was really good! https://t.co/Y61EiJe54r,686
"Good morning! As I woke, shaft of sunlight across my torso, I remembered getting my first vaccination about a year ago, standing at an outdoor café table with an iced coffee afterwards, in the sun, &amp; feeling some long held tension unbuckle in my chest.",7680
"Is adulthood getting genuinely excited about mid-morning coffee? Or is that just me searching for joy amidst the reality I’ll likely be working for the next 30 years of my life? No matter how you swing it, pretty sad.",5
@jessdr_1987 I have the coffee pot at my desk...it'll save me!,3622
"@wreckersupplyus @A1Rescue @USA_Breakdown @c3_ltd @MobileDrillIntl @esprtk @Bendeltanks @KGFABRICATING @getshopup @NWRHygiene @Trucker619j @KM_Tools_Ltd @kmandei3 @teams_low @CTTAtweets @JeanetteJoy @BSentigar @tuscanray @TmonganTom @samiamiu What a great way to start a Monday @wreckersupplyus , but after the customary coffee of course ☕️☕️☕️. Have a great week &amp; stay safe stay well.",7197
@DreamBigBeBig20 Coffee has water in it!,3339
@uki_violeta Now that you've had coffee... prepare yourself https://t.co/TzZAg0YNws,0
This weather is telling me buy an iced coffee 😩,673
"@cibggar Coffee, caramel, muffin for you.",7757
"We'll help you build up your digital skills, your confidence and your employability, whilst helping you get into a career that works for *you*. Plus, on a Tuesday, I bring in cakes! 

Come along for coffee, connection, confidence and cake!",23
"alkar! coffee date, billiard, dinner, or night drive? M20 javanese",1865
"@ragiing_bull Just last night I watched a Nana Patekar movie #TumMiloTohSahi on YT whose story revolves around an old Parsi coffee house #LuckyCafe in Mumbai. 
A flop movie but I liked it very much esp the title song of the movie.😄",126
Haven’t bought coffee in weeks bought one today and it’s straight sugar wow this is a sign I should go roll up,617
"@Rosa_blindada En el centro, frente a The Coffee Store",350
I have unfortunately ran out of coffee,515
"We've had people asking us how they can support us a little... well, we're now on @buymeacoffee! 🎉

You can support by buying a coffee ☕️ here — 
https://t.co/rjKnF0n6WB 

Thank y'all so much!! We love y'all!! 🥰🥰",49
@Sou91Hail My tweet this morning about not underestimating what I would do for coffee went down a dark road 😅,37781
Jwu. Gimme some coffee please. 🥱 https://t.co/RjxZqinKdK,98091
just spilt a little bit of coffee and OH boy the thread I am hanging on to is very thin.,55
"Not sure if it’s the 2 cups of coffee that I’ve had, but the prison scene in #Reacher got my heart racing. #ReacherOnPrime",1
"@markeulif Coffee, caramel, mint, chocolate for you.",7757
Every morning I wake up &amp; make my little latte &amp; dream of a day when I’ll be better at latte art so that I can recreate this beauty from the local coffee shop https://t.co/il8bUcThwT,233
@JonHutson 'or bring coffee'?? foolish,2531
My iRobot woke up ready to get the day started. He’s cleaned every room in the house &amp; I’m just having my coffee.,1196
"@SandyPugGames Just working at a software company, making video games, occasionally trying to unionize for the purpose of DESTROYING SOCIETY and maybe a new coffee machine in the break room",285
iced coffee,6410
"E: 15/03 10pm Win Two Week's Supply Of Vitamin Coffee

https://t.co/18PSiCIOaF

Login/Register",152
"@Methadone_Cat Ppl should take whatever drugs they *want.* And Utopia must include full legalization. But capitalism does increase the *need* to use all sorts of drugs to cope, both mentally and physically. Coffee literally led to the industrial revolution. Drug use is tangled up in capitalism.",1117
We are going to show Rondi Cremation is for Coffee Mate and it is not hot.,26
"( Putting her phone down as she went back to focusing on the notes she had , finishing the cup of coffee . )",225
"Not sleepy at all, cause i had two coffee todayyyyy",53
@sayantan_gh Missing our Dsec coffee and chai sessions xx,737
"@TPostMillennial If Canadians don't put a stop to this soon, however they have to do it, this Liberal party tyrannical power trip will never end.",41
"It's quiz night tonight! 🤔❗

Residents at The Cuttings absolutely love their teatime quiz and sing-song with our fantastic volunteer, Elaine.

The quiz takes place in the cosy main lounge with tea/coffee and a prize or two! 🍭

#volunteering #extracare #quiznight https://t.co/WJeBrtOyk0",474
@timheidecker I don’t mind energy drinks. It’s the coffee that’ll getcha Boss,150
"Going to coffee break as promised 💜
@mitchsbustillos https://t.co/wdRauxhovd",1869
@an_avocadoo shit yea it's black coffee sober for me,413
I want to get myself used to drinking plain black coffee,1584
"Oh yeah, all start 5 pm CET as usual. XD

Take pity on me, I had neither breakfast nor coffee yet...",290
@coffeejunkienft @RegularJoeSSDD Have you drink your coffee yet? ☕️,318
"@tceduh Coffee, caramel, muffin for you.",7757
"@GezuDayo Bread, eggs and coffee are the staple breakfast where I live.
Besides that most of the stuff I've seen people sell as a ""morning only"" kind of thing are fried pastries.",96
"At this point, the only way to my heart is food and coffee",380
"With more flavors than the famous ice cream, coffee is always as fa...https://t.co/Ax67OYDJuR https://t.co/8R2o7Oc5Sy",20
Bitch wait. That sound like withdrawal. I'm just not drinking coffee or buying more oui'd 😭 https://t.co/Dlb3hmLQZR,77
"The best times of my day
Morning coffee time ☀️☕
Evening coffee time🌄
Bedtime🌃🛏️",8
"#Administration under #Badami #Chalukya rulers: From @brakoo and @gurichopra 's beautifully made Coffee table book: Coopition in Stone

#History #India #Karnataka https://t.co/HiFCL1ZStk",12437
@coffeejunkienft Can’t wait for my morning coffee!,8
day 1 no coffee… 🥴,1211
"@minegyuk Coffee, caramel, muffin for you.",7757
My bff sent to my house some things for my coffee station &amp; that included glass cups w glass straws. WOW AM I IN LOVE,401
"@BrandonTozzo Instead of coffee, how about some tea?",448
"Aravi Tea and Coffee Strainers (Plastic Pack of 6) at ₹ 34

https://t.co/xXfihHh6mi

👉 Apply Free Shipping Voucher

👉 Use Shopee Coins For Extra Discounts",22398
"@ZDoggMD Spit out coffee in vehicle this morning at the bit about Dickensian children buying bread in Sam Mateo. Well done, Doc!😂😂😂",132
"I’m drinking my coffee telling myself I’ll start editing once I’ve finished the mug. Am I drinking it slowly? Why yes, yes I am.

I wish my brain and energy levels were better in the mornings. 😭",14746
I have mot had my coffee yet,63
GX is the professional on-demand coffee grinder by #NuovaSimonelli 👉 designed to guarantee high productivity and consistency for high-productivity #coffee chains and shops. More details? Check it out here ▶️ https://t.co/bq8UnZKfFo https://t.co/hTq1QYjpGE,8108
"@kocharpulkit Khoon se khat likhna is so passé. New goal is to get a coffee letter, whatever that means 😂🥺",7233
Love me some coffee time literature https://t.co/R5ZYBYCi7C,3934
"@yvkhe Coffee, caramel, mint for you.",7757
How the coffee industry works and its influence on the economy? https://t.co/tvFQ8QcR05,177448
@paul_fitness Cake and coffee are a perfect combination!,1456
@jennabreen_ @Starbucks So your toxic cooker is more important that the security and safety of the people making the coffee?  Terrible. Please boycott.,150
@JulietJeske @DecodingFoxNews I hope it is putting out documented sources and links and not coffee house conspiracies.,145
Does anyone know where I can buy a matching TV unit and coffee table?,1561
10 minute break means running to the ladies &amp; cleaning up the coffee I spilled trying to get up.,295
"@jeoncggu Coffee, caramel, mint for you.",7757
i want wawa coffee so bad,559
MoniqueRobinson just bought me a coffee on Ko-fi! https://t.co/7OXffAmwrA,2915
@ZacCookie @mcnamee_11 @thekingofdylans @MinorLeagRando @NHL @PredsNHL Almost spit out my coffee reading this. I love Marty but god damn he is not even in the same tier as Rinne. Turco was good his first 3/4 years in the league then fell off. He had the Andrew Ladd career trajectory,55
@mkashman @SammamishPoint Delicious coffee,2
@MattBakerSTL Tim Weah's 22nd bday.,102
Had one of those prepacked starbucks caramel macchiatos as a first try of their coffee and all I can say is that it's fucking trash. Glad small coffee shops are doing pretty well here.,4445
two years to the day amy sent me a dm to meet up outside black sheep coffee shop not knowing i was right behind her … the rest is history ❤️ https://t.co/8UsOSWO1wW,1787
Bsgst1 Coffee : 2099c76f-7252-4738-9134-bd3cf321bd76,194
@2eunsaem what is your favorite foods or coffee?,13
"paris, apartment, pink, high heels, bella, silver, runway, runs, music, coffee, leggings, candles, ysl ♡ https://t.co/i2voSlBT1G",854
